ProviderKey,ProviderDurableKey,NPI,ProviderName,FirstName,LastName,Credentials,Gender,ProviderType,IsProviderActive,PrimarySpecialty,ProviderStatus,HireDate,TerminationDate,_IsCurrent,EffectiveDate,ExpirationDate
352,100352,1465632759,"Mackenzie Hansen, MD",Mackenzie,Hansen,MD,F,Physician,1,Family Medicine,Active,2018-10-17,,1,2018-10-17,9999-12-31
353,100353,1014780917,"Felix Reyes, DO",Felix,Reyes,DO,M,Physician,1,Anesthesiology,Active,2014-12-05,,1,2014-12-05,9999-12-31
354,100354,1381339324,"Emily Santiago, MD",Emily,Santiago,MD,F,Physician,1,Gastroenterology,Active,2016-05-06,,1,2016-05-06,9999-12-31
355,100355,1773407897,"Sandra Hudson, MD",Sandra,Hudson,MD,F,Physician,1,Family Medicine,Active,2022-02-17,,1,2022-02-17,9999-12-31
356,100356,1850715032,"Summer Ward, MD",Summer,Ward,MD,F,Physician,1,Cardiology,Active,2009-11-27,,1,2009-11-27,9999-12-31
357,100357,1035845528,"Sarah Anderson, MD",Sarah,Anderson,MD,F,Physician,1,Internal Medicine,Active,2019-11-19,,1,2019-11-19,9999-12-31
358,100358,1833627612,"Sawyer Reed, MD",Sawyer,Reed,MD,M,Physician,1,Psychiatry,Active,2011-07-29,,1,2011-07-29,9999-12-31
359,100359,1153300096,"Mildred Ryan, MD",Mildred,Ryan,MD,F,Physician,1,Family Medicine,Active,2012-07-31,,1,2012-07-31,9999-12-31
360,100360,1515494573,"Kinsley French, DO",Kinsley,French,DO,F,Physician,1,OB/GYN,Active,2012-08-15,,1,2012-08-15,9999-12-31
361,100361,1260528984,"Beckett Lynch, DO",Beckett,Lynch,DO,M,Physician,1,Internal Medicine,Active,2015-03-29,,1,2015-03-29,9999-12-31
362,100362,1695123965,"Caleb Torres, MD",Caleb,Torres,MD,M,Surgeon,1,Urology,Active,2015-05-19,,1,2015-05-19,9999-12-31
363,100363,1594351091,"Annie Stevens, MD",Annie,Stevens,MD,F,Physician,1,Emergency Medicine,Active,2017-08-06,,1,2017-08-06,9999-12-31
364,100364,1255801269,"Sara Riley, DO",Sara,Riley,DO,F,Physician,1,Pediatrics,Active,2010-03-30,,1,2010-03-30,9999-12-31
365,100365,1469427231,"Philip Fox, MD",Philip,Fox,MD,M,Physician,1,Pediatrics,Active,2007-02-10,,1,2007-02-10,9999-12-31
366,100366,1121398940,"Sharon Carlson, DO",Sharon,Carlson,DO,F,Physician,1,Internal Medicine,Active,2019-04-07,,1,2019-04-07,9999-12-31
367,100367,1129798804,"Angela Peterson, DO",Angela,Peterson,DO,F,Physician,1,Internal Medicine,Active,2017-08-02,,1,2017-08-02,9999-12-31
368,100368,1783301253,"Brandon Ray, DO",Brandon,Ray,DO,M,Physician,0,Internal Medicine,Terminated,2021-12-01,2029-01-11,1,2021-12-01,9999-12-31
369,100369,1833458151,"Rhonda Cox, MD",Rhonda,Cox,MD,F,Physician,1,Internal Medicine,Active,2009-07-12,,1,2009-07-12,9999-12-31
370,100370,1728216470,"Sebastian Allen, DO",Sebastian,Allen,DO,M,Surgeon,1,General Surgery,Active,2005-03-09,,1,2005-03-09,9999-12-31
371,100371,1650508221,"Alexis Ortiz, MD",Alexis,Ortiz,MD,F,Physician,1,Family Medicine,Active,2017-05-25,,1,2017-05-25,9999-12-31
372,100372,1584898118,"Chase Espinoza, NP",Chase,Espinoza,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2020-03-28,,1,2020-03-28,9999-12-31
373,100373,1235391273,"Karen Burke, DO",Karen,Burke,DO,F,Physician,1,Pediatrics,Active,2006-12-09,,1,2006-12-09,9999-12-31
374,100374,1270140950,"Gavin Griffin, DO",Gavin,Griffin,DO,M,Physician,1,Internal Medicine,Active,2019-05-12,,1,2019-05-12,9999-12-31
375,100375,1655005795,"Silas Hall, DO",Silas,Hall,DO,M,Physician,1,Endocrinology,Active,2011-04-18,,1,2011-04-18,9999-12-31
376,100376,1842811819,"Oliver Freeman, DO",Oliver,Freeman,DO,M,Physician,1,Family Medicine,Active,2018-02-21,,1,2018-02-21,9999-12-31
377,100377,1036833261,"Kaiden Payne, DO",Kaiden,Payne,DO,M,Surgeon,1,Orthopedic Surgery,Active,2016-10-22,,1,2016-10-22,9999-12-31
378,100378,1380085567,"Lucas Gardner, DO",Lucas,Gardner,DO,M,Physician,1,Emergency Medicine,Active,2022-05-24,,1,2022-05-24,9999-12-31
379,100379,1141948276,"Samantha Peters, DO",Samantha,Peters,DO,F,Surgeon,1,Orthopedic Surgery,Active,2011-01-22,,1,2011-01-22,9999-12-31
380,100380,1583251026,"Norma Diaz, MD",Norma,Diaz,MD,F,Surgeon,1,General Surgery,Active,2006-11-20,,1,2006-11-20,9999-12-31
381,100381,1326441681,"April Li, DO",April,Li,DO,F,Physician,1,Family Medicine,Active,2021-05-05,,1,2021-05-05,9999-12-31
382,100382,1568824674,"Kaitlyn Mason, DO",Kaitlyn,Mason,DO,F,Physician,1,Psychiatry,Active,2017-07-04,,1,2017-07-04,9999-12-31
383,100383,1514560666,"Trinity Berry, DO",Trinity,Berry,DO,F,Physician,1,Nephrology,Active,2011-04-29,,1,2011-04-29,9999-12-31
384,100384,1610222135,"Ellie Vazquez, DO",Ellie,Vazquez,DO,F,Physician,1,Internal Medicine,Active,2022-04-03,,1,2022-04-03,9999-12-31
385,100385,1089508032,"Joseph Hoffman, NP",Joseph,Hoffman,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2022-01-10,,1,2022-01-10,9999-12-31
386,100386,1024973283,"Esther Hanson, DO",Esther,Hanson,DO,F,Physician,1,Pediatrics,Active,2016-06-13,,1,2016-06-13,9999-12-31
387,100387,1713266549,"Sophia Jacobs, DO",Sophia,Jacobs,DO,F,Physician,1,Family Medicine,Active,2011-02-16,,1,2011-02-16,9999-12-31
388,100388,1939098882,"Peggy King, MD",Peggy,King,MD,F,Physician,1,Emergency Medicine,Active,2019-10-25,,1,2019-10-25,9999-12-31
389,100389,1071022876,"Pamela Lopez, DO",Pamela,Lopez,DO,F,Physician,0,Nephrology,Terminated,2009-02-27,2012-10-12,1,2009-02-27,9999-12-31
390,100390,1957990100,"Hannah Mendoza, MD",Hannah,Mendoza,MD,F,Physician,1,Internal Medicine,Active,2015-03-15,,1,2015-03-15,9999-12-31
391,100391,1739552957,"Gertrude Simpson, MD",Gertrude,Simpson,MD,F,Physician,1,Emergency Medicine,Active,2006-01-07,,1,2006-01-07,9999-12-31
392,100392,1564182122,"Betty Herrera, MD",Betty,Herrera,MD,F,Surgeon,1,Orthopedic Surgery,Active,2012-09-21,,1,2012-09-21,9999-12-31
393,100393,1928706337,"Evan Stone, DO",Evan,Stone,DO,M,Physician,1,Internal Medicine,Active,2014-03-16,,1,2014-03-16,9999-12-31
394,100394,1851760137,"George Palmer, DO",George,Palmer,DO,M,Physician,1,Cardiology,Active,2019-11-15,,1,2019-11-15,9999-12-31
395,100395,1893569396,"Lawrence Myers, MD",Lawrence,Myers,MD,M,Physician,1,Pediatrics,Active,2018-01-15,,1,2018-01-15,9999-12-31
396,100396,1498573271,"Thelma Watkins, DO",Thelma,Watkins,DO,F,Physician,1,Family Medicine,Active,2013-09-19,,1,2013-09-19,9999-12-31
397,100397,1916009014,"Aria Kennedy, MD",Aria,Kennedy,MD,F,Physician,0,Dermatology,Terminated,2019-05-01,2021-01-28,1,2019-05-01,9999-12-31
398,100398,1725029908,"Ellen Singh, DO",Ellen,Singh,DO,F,Physician,0,OB/GYN,Terminated,2006-03-29,2009-11-07,1,2006-03-29,9999-12-31
399,100399,1745974514,"Rebecca Edwards, MD",Rebecca,Edwards,MD,F,Surgeon,1,Urology,Active,2020-08-21,,1,2020-08-21,9999-12-31
400,100400,1455461156,"Robert Figueroa, DO",Robert,Figueroa,DO,M,Physician,1,Family Medicine,Active,2021-09-16,,1,2021-09-16,9999-12-31
401,100401,1517854809,"Nora Jensen, DO",Nora,Jensen,DO,F,Physician,1,Radiology,Active,2012-12-02,,1,2012-12-02,9999-12-31
402,100402,1174964909,"Hudson Delgado, DO",Hudson,Delgado,DO,M,Physician,1,Internal Medicine,Active,2016-08-18,,1,2016-08-18,9999-12-31
403,100403,1367585473,"Nathan Johnson, MD",Nathan,Johnson,MD,M,Physician,1,Cardiology,Active,2021-02-08,,1,2021-02-08,9999-12-31
404,100404,1864641240,"Marie Wong, MD",Marie,Wong,MD,F,Surgeon,1,General Surgery,Active,2013-10-20,,1,2013-10-20,9999-12-31
405,100405,1607041553,"Willie Wright, MD",Willie,Wright,MD,M,Physician,1,Neurology,Active,2012-10-09,,1,2012-10-09,9999-12-31
406,100406,1065400657,"Claire Martinez, DO",Claire,Martinez,DO,F,Physician,1,Oncology,Active,2016-10-17,,1,2016-10-17,9999-12-31
407,100407,1477623194,"Connor Bryant, MD",Connor,Bryant,MD,M,Physician,1,Family Medicine,Active,2008-12-23,,1,2008-12-23,9999-12-31
408,100408,1834546767,"Victoria Ortega, DO",Victoria,Ortega,DO,F,Physician,1,Internal Medicine,Active,2005-10-06,,1,2005-10-06,9999-12-31
409,100409,1568595959,"Paige Perkins, DO",Paige,Perkins,DO,F,Physician,1,Emergency Medicine,Active,2005-02-15,,1,2005-02-15,9999-12-31
410,100410,1208805225,"Whitney Kim, MD",Whitney,Kim,MD,F,Physician,1,Family Medicine,Active,2022-09-24,,1,2022-09-24,9999-12-31
411,100411,1714730851,"Josiah Nunez, NP",Josiah,Nunez,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-11-22,,1,2019-11-22,9999-12-31
412,100412,1319087194,"Lillian Nguyen, DO",Lillian,Nguyen,DO,F,Physician,1,Internal Medicine,Active,2017-07-23,,1,2017-07-23,9999-12-31
413,100413,1999561997,"Isaac McDonald, DO",Isaac,McDonald,DO,M,Physician,1,Cardiology,Active,2011-05-04,,1,2011-05-04,9999-12-31
414,100414,1371954422,"Diane Howell, DO",Diane,Howell,DO,F,Physician,1,Internal Medicine,Active,2021-06-26,,1,2021-06-26,9999-12-31
415,100415,1909942110,"Donald Mills, MD",Donald,Mills,MD,M,Surgeon,1,Orthopedic Surgery,Active,2021-05-18,,1,2021-05-18,9999-12-31
416,100416,1251448335,"Joan Kelly, MD",Joan,Kelly,MD,F,Surgeon,1,General Surgery,Active,2021-05-02,,1,2021-05-02,9999-12-31
417,100417,1284600125,"Joanne Gordon, MD",Joanne,Gordon,MD,F,Physician,1,Pulmonology,Active,2014-09-24,,1,2014-09-24,9999-12-31
418,100418,1369890826,"Brian Evans, MD",Brian,Evans,MD,M,Physician,0,Family Medicine,Terminated,2019-03-04,2027-12-11,1,2019-03-04,9999-12-31
419,100419,1554880054,"Walter Matthews, DO",Walter,Matthews,DO,M,Physician,0,Oncology,Terminated,2013-02-12,2018-11-16,1,2013-02-12,9999-12-31
420,100420,1748511191,"Eric Butler, DO",Eric,Butler,DO,M,Physician,1,Pediatrics,Active,2018-05-15,,1,2018-05-15,9999-12-31
421,100421,1982344238,"Cynthia Hill, DO",Cynthia,Hill,DO,F,Physician,1,Family Medicine,Active,2023-05-18,,1,2023-05-18,9999-12-31
422,100422,1768721272,"Nicholas Meyer, DO",Nicholas,Meyer,DO,M,Physician,1,OB/GYN,Active,2009-07-01,,1,2009-07-01,9999-12-31
423,100423,1081823607,"Eli Rivera, PA",Eli,Rivera,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2017-07-13,,1,2017-07-13,9999-12-31
424,100424,1176112332,"Max Lewis, MD",Max,Lewis,MD,M,Physician,1,Cardiology,Active,2019-05-15,,1,2019-05-15,9999-12-31
425,100425,1355798625,"Alice Cruz, DO",Alice,Cruz,DO,F,Physician,1,Oncology,Active,2005-09-02,,1,2005-09-02,9999-12-31
426,100426,1128848152,"Liam Weaver, PA",Liam,Weaver,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2020-12-15,,1,2020-12-15,9999-12-31
427,100427,1380097562,"Kimberly Carr, MD",Kimberly,Carr,MD,F,Physician,1,Internal Medicine,Active,2013-07-22,,1,2013-07-22,9999-12-31
428,100428,1410802942,"Xavier Gutierrez, DO",Xavier,Gutierrez,DO,M,Physician,0,OB/GYN,Terminated,2017-08-24,2021-07-15,1,2017-08-24,9999-12-31
429,100429,1689002770,"Johnny Tran, MD",Johnny,Tran,MD,M,Physician,1,Pediatrics,Active,2016-02-18,,1,2016-02-18,9999-12-31
430,100430,1351101476,"Maya Campbell, NP",Maya,Campbell,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2022-05-22,,1,2022-05-22,9999-12-31
431,100431,1374072378,"Brianna White, MD",Brianna,White,MD,F,Physician,0,Radiology,Terminated,2019-04-11,2022-09-16,1,2019-04-11,9999-12-31
432,100432,1337456855,"Joshua Stephens, DO",Joshua,Stephens,DO,M,Physician,1,Oncology,Active,2016-01-03,,1,2016-01-03,9999-12-31
433,100433,1030274287,"Hazel Gibson, DO",Hazel,Gibson,DO,F,Physician,1,Emergency Medicine,Active,2007-08-11,,1,2007-08-11,9999-12-31
434,100434,1288412577,"Jude Kelley, MD",Jude,Kelley,MD,M,Physician,1,Neurology,Active,2012-07-16,,1,2012-07-16,9999-12-31
435,100435,1357325572,"Evelyn Boyd, DO",Evelyn,Boyd,DO,F,Physician,1,Anesthesiology,Active,2006-09-05,,1,2006-09-05,9999-12-31
436,100436,1110302839,"Luke Tucker, DO",Luke,Tucker,DO,M,Physician,1,Internal Medicine,Active,2017-11-19,,1,2017-11-19,9999-12-31
437,100437,1639738161,"Stella Armstrong, MD",Stella,Armstrong,MD,F,Physician,1,Radiology,Active,2008-03-17,,1,2008-03-17,9999-12-31
438,100438,1884152737,"Juanita Chavez, MD",Juanita,Chavez,MD,F,Surgeon,1,General Surgery,Active,2008-12-07,,1,2008-12-07,9999-12-31
439,100439,1013912731,"Wesley Cunningham, DO",Wesley,Cunningham,DO,M,Surgeon,1,General Surgery,Active,2011-08-06,,1,2011-08-06,9999-12-31
440,100440,1692023124,"Gail Morales, MD",Gail,Morales,MD,F,Physician,1,Family Medicine,Active,2010-06-18,,1,2010-06-18,9999-12-31
441,100441,1298407922,"Harold Rios, DO",Harold,Rios,DO,M,Physician,0,Family Medicine,Terminated,2014-04-12,2017-12-05,1,2014-04-12,9999-12-31
442,100442,1659992275,"Brenda Jimenez, DO",Brenda,Jimenez,DO,F,Surgeon,0,General Surgery,Terminated,2015-10-30,2021-04-19,1,2015-10-30,9999-12-31
443,100443,1414503059,"Debra Silva, MD",Debra,Silva,MD,F,Physician,1,Pediatrics,Active,2018-12-06,,1,2018-12-06,9999-12-31
444,100444,1125905011,"Elijah Sandoval, MD",Elijah,Sandoval,MD,M,Physician,1,Neurology,Active,2016-02-23,,1,2016-02-23,9999-12-31
445,100445,1036035001,"Lynn Powell, MD",Lynn,Powell,MD,F,Physician,1,Radiology,Active,2012-10-23,,1,2012-10-23,9999-12-31
446,100446,1576681343,"Eliana Warren, MD",Eliana,Warren,MD,F,Physician,1,Pediatrics,Active,2023-04-23,,1,2023-04-23,9999-12-31
447,100447,1426941640,"Gladys Jenkins, DO",Gladys,Jenkins,DO,F,Physician,1,Cardiology,Active,2007-04-13,,1,2007-04-13,9999-12-31
448,100448,1930593004,"Teresa Dixon, DO",Teresa,Dixon,DO,F,Physician,1,Emergency Medicine,Active,2016-09-03,,1,2016-09-03,9999-12-31
449,100449,1939947916,"Naomi Johnston, MD",Naomi,Johnston,MD,F,Physician,1,Neurology,Active,2017-04-29,,1,2017-04-29,9999-12-31
450,100450,1210956044,"Kevin Patel, DO",Kevin,Patel,DO,M,Physician,1,OB/GYN,Active,2015-12-07,,1,2015-12-07,9999-12-31
451,100451,1752376035,"Gabriel Morrison, DO",Gabriel,Morrison,DO,M,Physician,1,Pediatrics,Active,2020-04-16,,1,2020-04-16,9999-12-31
452,100452,1391305944,"Martha Soto, NP",Martha,Soto,NP,F,Advanced Practice Provider,0,Nurse Practitioner,Terminated,2016-08-24,2024-10-25,1,2016-08-24,9999-12-31
453,100453,1514180606,"Frank Jordan, DO",Frank,Jordan,DO,M,Physician,1,Pediatrics,Active,2009-04-19,,1,2009-04-19,9999-12-31
454,100454,1856287124,"Carter Duncan, DO",Carter,Duncan,DO,M,Surgeon,1,Orthopedic Surgery,Active,2013-06-12,,1,2013-06-12,9999-12-31
455,100455,1338613109,"Bruce Simmons, MD",Bruce,Simmons,MD,M,Physician,1,Internal Medicine,Active,2010-01-17,,1,2010-01-17,9999-12-31
456,100456,1114721090,"Kaiden Holmes, MD",Kaiden,Holmes,MD,M,Physician,1,OB/GYN,Active,2005-03-20,,1,2005-03-20,9999-12-31
457,100457,1766709973,"Natalie Gonzalez, MD",Natalie,Gonzalez,MD,F,Physician,1,Oncology,Active,2006-05-17,,1,2006-05-17,9999-12-31
458,100458,1055675832,"Elizabeth Guerrero, DO",Elizabeth,Guerrero,DO,F,Physician,1,Internal Medicine,Active,2019-12-05,,1,2019-12-05,9999-12-31
459,100459,1096857548,"Emery Stewart, DO",Emery,Stewart,DO,F,Physician,1,Cardiology,Active,2023-03-16,,1,2023-03-16,9999-12-31
460,100460,1864398630,"Raymond West, DO",Raymond,West,DO,M,Surgeon,1,Urology,Active,2010-01-25,,1,2010-01-25,9999-12-31
461,100461,1467567728,"Ashton Grant, MD",Ashton,Grant,MD,M,Physician,0,Internal Medicine,Terminated,2008-04-21,2010-06-21,1,2008-04-21,9999-12-31
462,100462,1292351278,"Dana Manning, DO",Dana,Manning,DO,F,Physician,0,Pediatrics,Terminated,2019-07-14,2024-09-08,1,2019-07-14,9999-12-31
463,100463,1591386826,"Cassie Newman, MD",Cassie,Newman,MD,F,Physician,1,Internal Medicine,Active,2012-10-07,,1,2012-10-07,9999-12-31
464,100464,1337359683,"Harper Sullivan, MD",Harper,Sullivan,MD,F,Physician,1,Psychiatry,Active,2005-04-30,,1,2005-04-30,9999-12-31
465,100465,1680006744,"Brandy Dominguez, DO",Brandy,Dominguez,DO,F,Physician,1,Internal Medicine,Active,2010-05-16,,1,2010-05-16,9999-12-31
466,100466,1316978851,"Wyatt Garza, MD",Wyatt,Garza,MD,M,Surgeon,1,General Surgery,Active,2007-08-27,,1,2007-08-27,9999-12-31
467,100467,1986147256,"Jacqueline Hernandez, DO",Jacqueline,Hernandez,DO,F,Physician,1,Cardiology,Active,2016-03-11,,1,2016-03-11,9999-12-31
468,100468,1238025090,"Stacy Collins, MD",Stacy,Collins,MD,F,Physician,1,Emergency Medicine,Active,2006-02-27,,1,2006-02-27,9999-12-31
469,100469,1821578322,"Russell Chambers, DO",Russell,Chambers,DO,M,Physician,1,Cardiology,Active,2010-08-17,,1,2010-08-17,9999-12-31
470,100470,1647498551,"Madeline Scott, MD",Madeline,Scott,MD,F,Physician,1,Anesthesiology,Active,2005-04-10,,1,2005-04-10,9999-12-31
471,100471,1046734963,"Charlotte Zimmerman, MD",Charlotte,Zimmerman,MD,F,Physician,1,Family Medicine,Active,2011-05-31,,1,2011-05-31,9999-12-31
472,100472,1850787003,"Hayden Davis, PA",Hayden,Davis,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2006-07-03,,1,2006-07-03,9999-12-31
473,100473,1981875228,"Ruby Jackson, MD",Ruby,Jackson,MD,F,Physician,1,Family Medicine,Active,2021-08-09,,1,2021-08-09,9999-12-31
474,100474,1707209812,"Ian Knight, MD",Ian,Knight,MD,M,Physician,1,Internal Medicine,Active,2021-04-02,,1,2021-04-02,9999-12-31
475,100475,1648518274,"Jack Young, DO",Jack,Young,DO,M,Physician,1,Internal Medicine,Active,2017-11-23,,1,2017-11-23,9999-12-31
476,100476,1555884603,"Theresa Henry, DO",Theresa,Henry,DO,F,Physician,1,Family Medicine,Active,2019-06-20,,1,2019-06-20,9999-12-31
477,100477,1126970879,"Lincoln Sanders, DO",Lincoln,Sanders,DO,M,Surgeon,1,Urology,Active,2008-02-10,,1,2008-02-10,9999-12-31
478,100478,1453996628,"Anthony Castro, MD",Anthony,Castro,MD,M,Physician,1,Oncology,Active,2005-01-25,,1,2005-01-25,9999-12-31
479,100479,1833634552,"Susan Gomez, DO",Susan,Gomez,DO,F,Physician,1,Family Medicine,Active,2010-12-06,,1,2010-12-06,9999-12-31
480,100480,1031140671,"Gage Spencer, MD",Gage,Spencer,MD,M,Physician,1,Pediatrics,Active,2006-01-28,,1,2006-01-28,9999-12-31
481,100481,1276370519,"Pauline Graham, DO",Pauline,Graham,DO,F,Physician,0,Gastroenterology,Terminated,2015-10-09,2020-01-31,1,2015-10-09,9999-12-31
482,100482,1730339292,"Zoe Price, MD",Zoe,Price,MD,F,Physician,0,Psychiatry,Terminated,2014-06-05,2019-08-14,1,2014-06-05,9999-12-31
483,100483,1320781473,"Dylan Olson, MD",Dylan,Olson,MD,M,Physician,1,Dermatology,Active,2008-10-03,,1,2008-10-03,9999-12-31
484,100484,1473842164,"Wanda Hunt, DO",Wanda,Hunt,DO,F,Physician,1,Pediatrics,Active,2022-12-13,,1,2022-12-13,9999-12-31
485,100485,1479967183,"Allison Owens, MD",Allison,Owens,MD,F,Surgeon,1,Urology,Active,2016-02-01,,1,2016-02-01,9999-12-31
486,100486,1916612560,"Douglas Thompson, MD",Douglas,Thompson,MD,M,Physician,1,Emergency Medicine,Active,2008-05-20,,1,2008-05-20,9999-12-31
487,100487,1529624248,"Melanie Rodriguez, DO",Melanie,Rodriguez,DO,F,Physician,0,Radiology,Terminated,2016-05-20,2024-03-24,1,2016-05-20,9999-12-31
488,100488,1284546420,"Amy Hayes, DO",Amy,Hayes,DO,F,Physician,1,Internal Medicine,Active,2019-07-09,,1,2019-07-09,9999-12-31
489,100489,1089621058,"Alexander Howard, DO",Alexander,Howard,DO,M,Physician,0,Family Medicine,Terminated,2019-10-07,2028-10-23,1,2019-10-07,9999-12-31
490,100490,1588570463,"James Munoz, MD",James,Munoz,MD,M,Physician,1,Emergency Medicine,Active,2021-08-24,,1,2021-08-24,9999-12-31
491,100491,1845231448,"Philip Clark, DO",Philip,Clark,DO,M,Physician,0,Internal Medicine,Terminated,2015-12-25,2020-02-09,1,2015-12-25,9999-12-31
492,100492,1027903665,"Katie Schmidt, MD",Katie,Schmidt,MD,F,Physician,1,Cardiology,Active,2018-07-30,,1,2018-07-30,9999-12-31
493,100493,1205533359,"Eric Hamilton, DO",Eric,Hamilton,DO,M,Physician,1,Neurology,Active,2013-01-03,,1,2013-01-03,9999-12-31
494,100494,1550996407,"River Franklin, MD",River,Franklin,MD,M,Physician,1,Neurology,Active,2016-07-12,,1,2016-07-12,9999-12-31
495,100495,1447188051,"Sebastian Bell, DO",Sebastian,Bell,DO,M,Physician,1,Family Medicine,Active,2019-02-14,,1,2019-02-14,9999-12-31
496,100496,1636397245,"Arthur Guzman, DO",Arthur,Guzman,DO,M,Physician,1,Pediatrics,Active,2006-06-17,,1,2006-06-17,9999-12-31
497,100497,1488700836,"Henry Reid, PA",Henry,Reid,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2010-09-26,,1,2010-09-26,9999-12-31
498,100498,1438242900,"Silas Rogers, DO",Silas,Rogers,DO,M,Physician,1,Internal Medicine,Active,2019-11-20,,1,2019-11-20,9999-12-31
499,100499,1775556954,"Cole Morgan, MD",Cole,Morgan,MD,M,Physician,0,Family Medicine,Terminated,2018-06-27,2022-08-04,1,2018-06-27,9999-12-31
500,100500,1175992909,"Judy Chapman, DO",Judy,Chapman,DO,F,Physician,1,Gastroenterology,Active,2018-10-19,,1,2018-10-19,9999-12-31
501,100501,1865633462,"Lucas Robinson, MD",Lucas,Robinson,MD,M,Physician,1,Family Medicine,Active,2014-08-09,,1,2014-08-09,9999-12-31
502,100502,1999878892,"Destiny Hunter, MD",Destiny,Hunter,MD,F,Physician,1,OB/GYN,Active,2005-03-16,,1,2005-03-16,9999-12-31
503,100503,1596899733,"Amber Ruiz, DO",Amber,Ruiz,DO,F,Physician,1,Psychiatry,Active,2022-07-29,,1,2022-07-29,9999-12-31
504,100504,1125365900,"Jackson Ramos, MD",Jackson,Ramos,MD,M,Physician,0,Family Medicine,Terminated,2013-11-24,2022-04-25,1,2013-11-24,9999-12-31
505,100505,1943897593,"Morgan Carter, MD",Morgan,Carter,MD,F,Physician,1,Nephrology,Active,2019-09-29,,1,2019-09-29,9999-12-31
506,100506,1260511634,"Alan Alvarado, DO",Alan,Alvarado,DO,M,Surgeon,1,Orthopedic Surgery,Active,2013-08-27,,1,2013-08-27,9999-12-31
507,100507,1206755640,"Maddox Chen, DO",Maddox,Chen,DO,M,Physician,1,OB/GYN,Active,2016-06-27,,1,2016-06-27,9999-12-31
508,100508,1884584207,"Wesley Le, DO",Wesley,Le,DO,M,Physician,1,Family Medicine,Active,2012-09-20,,1,2012-09-20,9999-12-31
509,100509,1617550712,"Lydia Harris, DO",Lydia,Harris,DO,F,Physician,1,Pediatrics,Active,2017-02-07,,1,2017-02-07,9999-12-31
510,100510,1356333764,"Doreen Hawkins, DO",Doreen,Hawkins,DO,F,Physician,1,Family Medicine,Active,2016-05-09,,1,2016-05-09,9999-12-31
511,100511,1144601481,"Jill Long, MD",Jill,Long,MD,F,Physician,1,Pediatrics,Active,2013-12-17,,1,2013-12-17,9999-12-31
512,100512,1218695718,"Noah Montgomery, MD",Noah,Montgomery,MD,M,Physician,1,Pediatrics,Active,2016-07-17,,1,2016-07-17,9999-12-31
513,100513,1518784276,"Matthew Green, DO",Matthew,Green,DO,M,Physician,1,Gastroenterology,Active,2014-04-21,,1,2014-04-21,9999-12-31
514,100514,1464969828,"Adam Sanchez, DO",Adam,Sanchez,DO,M,Physician,1,Nephrology,Active,2016-05-13,,1,2016-05-13,9999-12-31
515,100515,1929926017,"Sean Bennett, DO",Sean,Bennett,DO,M,Surgeon,1,General Surgery,Active,2011-03-21,,1,2011-03-21,9999-12-31
516,100516,1085078085,"Kathleen Bishop, MD",Kathleen,Bishop,MD,F,Physician,1,OB/GYN,Active,2013-07-22,,1,2013-07-22,9999-12-31
517,100517,1193591825,"Carrie Woods, DO",Carrie,Woods,DO,F,Physician,1,Neurology,Active,2019-04-07,,1,2019-04-07,9999-12-31
518,100518,1784877930,"Charles Dean, DO",Charles,Dean,DO,M,Physician,1,Dermatology,Active,2007-04-03,,1,2007-04-03,9999-12-31
519,100519,1154646072,"Erica Richardson, PA",Erica,Richardson,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2021-03-22,,1,2021-03-22,9999-12-31
520,100520,1253118108,"Paisley Perry, MD",Paisley,Perry,MD,F,Surgeon,1,General Surgery,Active,2012-01-12,,1,2012-01-12,9999-12-31
521,100521,1965639501,"Leo O'Brien, MD",Leo,O'Brien,MD,M,Physician,1,Internal Medicine,Active,2006-08-11,,1,2006-08-11,9999-12-31
522,100522,1221431590,"Nathan Russell, MD",Nathan,Russell,MD,M,Physician,1,Pediatrics,Active,2010-04-10,,1,2010-04-10,9999-12-31
523,100523,1782968880,"Florence Shaw, MD",Florence,Shaw,MD,F,Physician,1,Pediatrics,Active,2019-08-17,,1,2019-08-17,9999-12-31
524,100524,1851604879,"Richard Wilson, DO",Richard,Wilson,DO,M,Physician,1,Family Medicine,Active,2006-11-10,,1,2006-11-10,9999-12-31
525,100525,1270767296,"Donald Moreno, DO",Donald,Moreno,DO,M,Physician,1,Internal Medicine,Active,2018-06-14,,1,2018-06-14,9999-12-31
526,100526,1495135713,"Grayson Wood, DO",Grayson,Wood,DO,M,Physician,1,Cardiology,Active,2008-10-17,,1,2008-10-17,9999-12-31
527,100527,1525223072,"Xavier Walsh, DO",Xavier,Walsh,DO,M,Physician,1,Family Medicine,Active,2006-07-13,,1,2006-07-13,9999-12-31
